created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sun Nov 26 14:12:10 +0000 2023,1728778679294017725,"@ganjarpranowo @mohmahfudmd Pak Ganjar, waktu yang tepat untuk bersatu dalam tekad dan harapan untuk perjuangan yang lebih baik. Terimakasih warga setia!",0,0,0,0,in,1503217192191799298,1728714029991161963,cae_caelia,https://twitter.com/cae_caelia/status/1728778679294017725
Sun Nov 26 14:12:06 +0000 2023,1728778659547283489,@THEKAAAKAA jujur kaget dkit pas pak ganjar tampil HEHE,0,0,0,0,in,1045896075347877893,1728762386960798135,nadiasyafirab19,https://twitter.com/nadiasyafirab19/status/1728778659547283489
Sun Nov 26 14:12:05 +0000 2023,1728778658146549851,Yenny Wahid Sosialisasikan Ganjar-Mahfud di Kalangan Santri dan Masyarakat https://t.co/ntRdzXTTyA #TempoNasional,0,0,0,2,in,18129942,1728778658146549851,tempodotco,https://twitter.com/tempodotco/status/1728778658146549851
Sun Nov 26 14:12:00 +0000 2023,1728778636004634626,"@officialinews_ Romo Magnis guru semua anak bangsa, Kalau pak ganjar idola semua anak bangsa!",0,0,0,0,in,1700640418428510208,1728558858459885771,yulia_ngelina,https://twitter.com/yulia_ngelina/status/1728778636004634626
Sun Nov 26 14:12:00 +0000 2023,1728778635346428290,"Ribuan warga mengikuti jalan sehat bersama Calon Presiden (Capres) Ganjar Pranowo di Jalan Jenderal Sudirman, Kecamatan Ujung Pandang, Kota Makassar, Sulawesi Selatan.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/TFLTcBK9XS",0,0,0,0,in,1132290734046892032,1728778635346428290,BujangeGR,https://twitter.com/BujangeGR/status/1728778635346428290
Sun Nov 26 14:12:00 +0000 2023,1728778634935021753,@trufflewaatree Ganjar ngapain 💀💀💀💀,0,0,0,0,in,1177381490402840576,1728763472035672164,fdkkkkkll,https://twitter.com/fdkkkkkll/status/1728778634935021753
Sun Nov 26 14:11:59 +0000 2023,1728778630916980839,@ganjarpranowo @mohmahfudmd the real massa yang begitu peduli dan dengan ketulusan hati sama sama berkumpul menyuarakan dukungan untuk pak Ganjar-mahfud,0,0,0,0,in,1709113810722942976,1728714029991161963,pexeten55118,https://twitter.com/pexeten55118/status/1728778630916980839
Sun Nov 26 14:11:57 +0000 2023,1728778624025727348,"@ganjarpranowo Emang ya, kepemimpinan Pak Ganjar dan Pak Mahfud tuh keren banget. Mereka selalu ngutamain kesejahteraan rakyat.",0,0,0,0,in,893094469163130880,1728637081671622812,348juta,https://twitter.com/348juta/status/1728778624025727348
Sun Nov 26 14:11:57 +0000 2023,1728778623455281471,"@ganjarpranowo Salam 3 jari ,3 janji pak Ganjar semoga bisa ditepati saat menjadi presiden.",0,0,0,0,in,1656265563507949568,1728637081671622812,raya86,https://twitter.com/raya86/status/1728778623455281471
Sun Nov 26 14:11:52 +0000 2023,1728778601607164147,"@ganjarpranowo @mohmahfudmd Akan ada waktunya semua all in Ganjar, karena rakyat Semakin paham mana yang harus d pilih",0,0,0,0,in,1595027610790416385,1728714029991161963,Dewanarayan2,https://twitter.com/Dewanarayan2/status/1728778601607164147
Sun Nov 26 14:11:51 +0000 2023,1728778598960488621,"Kinerja Ganjar Pranowo dan Mahfud MD sangat nyata, keduanya berpengalaman dalam tata negara dan juga di pemerintahan, pengalaman seperti itulah yang sangat sempurna untuk menjadi penerus Presiden Republik Indonesia #ganjarpranowo #ganjarmahfud2024 #ganjarpresiden #ganjarkeren https://t.co/E4aDdgSlPl",0,0,0,1,in,1411919983001567232,1728778598960488621,mailbucinreborn,https://twitter.com/mailbucinreborn/status/1728778598960488621
Sun Nov 26 14:11:47 +0000 2023,1728778580208025985,"Kinerja Ganjar Pranowo dan Mahfud MD sangat nyata, keduanya berpengalaman dalam tata negara dan juga di pemerintahan, pengalaman seperti itulah yang sangat sempurna untuk menjadi penerus Presiden Republik Indonesia #ganjarpranowo #ganjarmahfud2024 #ganjarpresiden #ganjarkeren https://t.co/eQjH6sWo6H",0,0,0,1,in,1411919983001567232,1728778580208025985,mailbucinreborn,https://twitter.com/mailbucinreborn/status/1728778580208025985
Sun Nov 26 14:11:44 +0000 2023,1728778567897530803,@kepinginpintar @cratesss_ HAHAHA GANJAR,0,0,0,0,in,1491002885584285697,1728761312833114349,jhannieverse,https://twitter.com/jhannieverse/status/1728778567897530803
Sun Nov 26 14:11:43 +0000 2023,1728778565917741253,"Kinerja Ganjar Pranowo dan Mahfud MD sangat nyata, keduanya berpengalaman dalam tata negara dan juga di pemerintahan, pengalaman seperti itulah yang sangat sempurna untuk menjadi penerus Presiden Republik Indonesia #ganjarpranowo #ganjarmahfud2024 #ganjarpresiden #ganjarkeren https://t.co/EZAuh6PdT4",0,0,0,0,in,1411919983001567232,1728778565917741253,mailbucinreborn,https://twitter.com/mailbucinreborn/status/1728778565917741253
Sun Nov 26 14:11:42 +0000 2023,1728778560108904906,@IDNTimes semoga yg terbaik ditangan pak ganjar,0,0,0,0,in,1619711717055016965,1728715618923491370,IsanNugrohoo,https://twitter.com/IsanNugrohoo/status/1728778560108904906
Sun Nov 26 14:11:39 +0000 2023,1728778545336615181,@tanyarlfes Njis ada ganjar wkwk,0,0,0,0,in,1492479369658642433,1728774908782711056,bukanfansemyuu,https://twitter.com/bukanfansemyuu/status/1728778545336615181
Sun Nov 26 14:11:38 +0000 2023,1728778545172992091,@officialinews_ Gaspoll pa ganjar dan pa mahfud,0,0,0,0,in,1709437763463053312,1728564221309300778,nandeee145,https://twitter.com/nandeee145/status/1728778545172992091
