created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,target,paslon,date
2023-12-24 20:45:00+07:00,1738918699917086987,Menohok! Sebut Gagasan Tidak Berisi  Media Asing Labeli Gibran Nepo Baby: 'Substansi Lemah' https://t.co/rJRA7VrOEZ,36,171,710,1641,id,1243804423001763841,1738918699917086987,democrazymedia,https://twitter.com/democrazymedia/status/1738918699917086987,,Indonesia,Wapres,Gibran,P2,2023-12-24
2023-12-11 20:51:33+07:00,1734209308798427189,@kumparan Masyaallah GAMA the bestt,0,0,0,0,id,1729027874404044800,1734009394134945904,Esmatcha00,https://twitter.com/Esmatcha00/status/1734209308798427189,,,Wapres,Mahfud,P3,2023-12-11
2023-12-25 16:32:27+07:00,1739217531024613688,Gibran jadi cawapres yang paling buruk menglola emosi . .. ... .... ..... McDonald | GANTENG BANGET | Hujan | Bandung | Giselle | Ningning | HYUNJIN POTONG RAMBUT | doyoung | Jogja | Pukis | Home Alone | TVXQ | Bali | Investigasi Kimia Farma https://t.co/9Lmjm87i4p,0,0,10,31,id,1704698481783496704,1739217531024613688,MonalisaWlynd,https://twitter.com/MonalisaWlynd/status/1739217531024613688,https://pbs.twimg.com/ext_tw_video_thumb/1739216577336324096/pu/img/dwTHaA2ksBLZHecC.jpg,Palembang,Wapres,Gibran,P2,2023-12-25
2023-12-13 13:38:40+07:00,1734825144177336729,@UyokBack @kurawa  dan @PartaiSocmed  tidak paham... Maksud pak Anies itu adalah.. Polusi meningkat... Tapi kondisi jumlah kendaraan dijalan anggap aja sama yg berkendara dijalan.. Klo jumlah pemilik kendaraan dari tahun ketahun ya bertambah,0,10,6,89,id,2686244504,1734808710650974490,trianhoed,https://twitter.com/trianhoed/status/1734825144177336729,,Depok,Pres,Anies,P1,2023-12-13
2023-12-22 20:08:52+07:00,1738184831836852516,Ada KAMU! Buat anak muda yang butuh modal usaha kini tak perlu lagi kelilit pinjol. Slepet Kendala Pelaku Usaha Muda! 5% APBN atau Rp150 triliun sudah disiapkan buat kamu  anak muda Indonesia  yang ingin berusaha.  #AMINajaDulu https://t.co/6FhwtVSfpt,27,111,637,1493,id,1490116879,1738184831836852516,cakimiNOW,https://twitter.com/cakimiNOW/status/1738184831836852516,https://pbs.twimg.com/media/GB9Bf3VaMAAX3p0.jpg,Indonesia,Wapres,Imin,P1,2023-12-22
2023-12-28 21:29:28+07:00,1740379441992458718,Ini yg membuat mrk Ketar ketir.. &amp; Ini juga yg membuat mrk knp sllu menyerang @ganjarpranowo &amp; membuat Narasi Ganjar pasti kalah  jd mending dukung yg gak kalah aja.. Krn mrk tw akan 2 putaran. Jika Ganjar maju maka dstu pertarungan besar dmulai..  #GanjarMahfud2024 https://t.co/bTOrAc55g5,0,2,12,28,id,228628424,1740379441992458718,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1740379441992458718,https://pbs.twimg.com/media/GCcR4KiaQAAoqOI.jpg,"ÜT: -6.1389099,106.7214539",Pres,Ganjar,P3,2023-12-28
2023-12-09 15:37:23+07:00,1733405469459599569,Prabowo di Padang https://t.co/TZCuV0z3qv,308,778,775,1513,id,2993008392,1733405469459599569,ARSIPAJA,https://twitter.com/ARSIPAJA/status/1733405469459599569,https://pbs.twimg.com/ext_tw_video_thumb/1733351986647781376/pu/img/MHDdnCTCs_oji4JA.jpg,,Pres,Prabowo,P2,2023-12-09
2023-12-09 15:27:00+07:00,1733402854365229456,Kubu Ganjar-Mahfud optimis pasangan capres-cawapres nomor urut 3  menang Pilpres satu putaran. Ketua TPN Ganjar-Mahfud  Arsjad Rasjid berkata bahwa meskipun elektabilitasnya kalah dengan Prabowo-Gibran namun pihaknya tetap yakin bisa menang satu putaran. (ist) https://t.co/kscK15Pi9Q,0,104,76,114,id,124171593,1733402854365229456,tribunnews,https://twitter.com/tribunnews/status/1733402854365229456,https://pbs.twimg.com/ext_tw_video_thumb/1733366705001529344/pu/img/RhnzIBnaENh84RNo.jpg,Indonesia,Pres,Prabowo,P2,2023-12-09
2023-12-27 16:49:23+07:00,1739946569850613968,Mahfud MD Minta Pemerintah Tak Gila Investasi Hingga Warga Jadi Korban https://t.co/3RUAbVXHDD,110,248,210,1059,id,17128975,1739946569850613968,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1739946569850613968,,,Akronim,GaMa,P3,2023-12-27
2023-12-10 18:42:11+07:00,1733814361427427626,Negara Bukan Buat Mainan Anak2 Gak kebayang jika Negara sebesar Indonesia punya cawapres dengan kualitas spt @gibran_tweet https://t.co/8IE0AbkUJa,10,8,144,228,id,929287558281830400,1733814361427427626,yaniarsim,https://twitter.com/yaniarsim/status/1733814361427427626,https://pbs.twimg.com/ext_tw_video_thumb/1733814317378854912/pu/img/qAVAnwhbC7bFBEjS.jpg,Indonesia,Wapres,Gibran,P2,2023-12-10
2023-12-17 08:48:45+07:00,1736201735084101700,@ZulkifliLubis69 @gibran_tweet @prabowo Jadi bingung nih.. https://t.co/QRJqECtQYd,3,5,44,114,id,1044069010050957312,1736161044412920317,MukminSukron,https://twitter.com/MukminSukron/status/1736201735084101700,https://pbs.twimg.com/ext_tw_video_thumb/1736201680180670464/pu/img/XCV_YSjuqgYGQxO3.jpg,Tasikmalaya,Pres,Prabowo,P2,2023-12-17
2023-12-09 14:27:47+07:00,1733387952338923778,Jujur jujuran yang dirasakan oleh ibu ibu dan nasib anaknya kedepan Sembako biaya pendidikan mahal apa murah?? GOR EWANGGA KUNINGAN Jawa Barat @aniesbaswedan https://t.co/tZ2NI3qpnl,0,3,83,220,id,1493158746205614080,1733387952338923778,LANGKAHANIES,https://twitter.com/LANGKAHANIES/status/1733387952338923778,https://pbs.twimg.com/ext_tw_video_thumb/1733386912021577728/pu/img/nKw4TWPhnCDenZI_.jpg,,Pres,Anies,P1,2023-12-09
2023-12-06 19:41:09+07:00,1732379650096259543,Ignasius Jonan Disebut Anies Baswedan Jika Bangun Kereta Api di Kalimantan Selatan  Ini Serba-serbi Eks Menhub https://t.co/f3PmcvX5QT #TempoBisnis,0,0,3,19,id,18129942,1732379650096259543,tempodotco,https://twitter.com/tempodotco/status/1732379650096259543,,Indonesia,Pres,Anies,P1,2023-12-06
2023-12-11 13:33:58+07:00,1734099185673339086,"KIP bahaya kalau gak dukung .. Ketua KPK jg bisa dikontrol sendiri skr. 🫢  Akhir tahun 2022 Kantor Gubernur Jatim sempat diobrak abrik"" oleh KPK.   Ya gak mungkin juga diobrak abrik klu gak ada sesuatu kan. Lalu knp gak diproses aja?   Trs skr dukung Prabowo Gibran! https://t.co/OJp5xuKV0r""",14,144,177,789,id,1128649413633560577,1734099185673339086,HusinShihab,https://twitter.com/HusinShihab/status/1734099185673339086,https://pbs.twimg.com/media/GBDCBF4bUAAvyEv.jpg,"Jakarta Selatan, DKI Jakarta",Pres,Prabowo,P2,2023-12-11
2023-12-29 07:27:46+07:00,1740530011717955855,@kumparan ternyata benar https://t.co/ThSiruTRlY,0,1,8,56,id,1662785339113746434,1740441258622111747,ABasweddan,https://twitter.com/ABasweddan/status/1740530011717955855,https://pbs.twimg.com/ext_tw_video_thumb/1740529938346991616/pu/img/oSWCNVE6H216DX6t.jpg,,Pres,Anies,P1,2023-12-29
2023-12-26 10:36:14+07:00,1739490275326845018,Jangan takut Pak walaupun dananya sedikit tapi pendukungnya AMIN banyak  AMIN (Anies-Muhaimin) In syaa Allah https://t.co/CArWyv691w,1,8,37,66,id,1491586743350411266,1739490275326845018,13lue_Oc3an__,https://twitter.com/13lue_Oc3an__/status/1739490275326845018,https://pbs.twimg.com/ext_tw_video_thumb/1739490264270643200/pu/img/PvsXk1DnXYp6xtkl.jpg,,Wapres,Imin,P1,2023-12-26
2023-12-28 17:17:32+07:00,1740316041131995498,Kalaupun misalnya Anies menang  kita masih bisa ledekin dia seperti waktu jadi Gubernur DKI.  Apalagi kalau Ganjar yang menang  kita bisa suka ria bebas komen apa aja di media sosial.  Tapi kalau Prabowo yang menang ?   Hiiii.... Langsung pada bungkam. Kengerian orde baru kembali…,173,1429,1123,6148,id,4780649298,1740316041131995498,Dennysiregar7,https://twitter.com/Dennysiregar7/status/1740316041131995498,,Indonesia,Pres,Anies,P1,2023-12-28
2023-12-12 20:08:48+07:00,1734560937795891249,Bikin merinding Sambutan Pak Anies di Acara Debat Perdana di KPU....Vidio Full Pak Anies di acara debat KPU bikin Terharu https://t.co/75PiLGcj4g,32,74,1137,2828,id,1456283686312103939,1734560937795891249,Yurissa_Samosir,https://twitter.com/Yurissa_Samosir/status/1734560937795891249,https://pbs.twimg.com/ext_tw_video_thumb/1734560782703333376/pu/img/5As6xziuNge6tqSA.jpg,,Pres,Anies,P1,2023-12-12
2023-12-20 06:57:03+07:00,1737260789294403874,Kelompok nelayan tradisional di Kota Serang  Banten  kompak menyatakan dukungannya kepada paslon presiden dan wakil presiden nomor urut tiga Ganjar Pranowo-Mahfud Md.  #GanjarMahfudM3nang   https://t.co/h1aCtGkLQR,0,2,17,23,id,1255462834466697216,1737260789294403874,otnayram_me,https://twitter.com/otnayram_me/status/1737260789294403874,,Victorious Queen,Akronim,GaMa,P3,2023-12-20
2023-12-19 14:16:15+07:00,1737008929866154225,Siang eX.. Komitmen Barisan Relawan For Gibran (BarisanRFG) yg akan terus bergerak demi kemenangan pasangan Prabowo-Gibran pada Pilpres 2024 mendatang  adalah Kelompok relawan pendukung pemimpin muda yg telah melakukan konsolidasi di seluruh kota besar di Indonesia.  #BarisanRFG… https://t.co/XlKpUN6IwX,1,6,13,14,id,3103394935,1737008929866154225,roman_paqr,https://twitter.com/roman_paqr/status/1737008929866154225,https://pbs.twimg.com/ext_tw_video_thumb/1737008543751163904/pu/img/Ao4gE_HoRDTJTQs2.jpg,"ℭιяۼвση, ⦕ ĵαωα Ƀαᴚαт ™ ⦖",Pres,Prabowo,P2,2023-12-19
2023-12-24 07:43:05+07:00,1738721924854038627,@PutraErlangga95 Amii Muhaimin nomer 1,0,0,0,0,id,1728546321471352832,1734559037415674038,EkoImam560582,https://twitter.com/EkoImam560582/status/1738721924854038627,,,Wapres,Imin,P1,2023-12-24
2023-12-29 13:17:07+07:00,1740617927853019201,Berbeda dengan kenyinyiran lokal  media asing terkemuka justru dukung Gibran… https://t.co/pSUtqmLSmB,4,183,28,146,id,1647786833148018691,1740617927853019201,adearmando61,https://twitter.com/adearmando61/status/1740617927853019201,https://pbs.twimg.com/ext_tw_video_thumb/1740617664995930112/pu/img/rKuWoxKv5HQN7bOb.jpg,,Wapres,Gibran,P2,2023-12-29
2023-12-22 21:59:07+07:00,1738212576281121253,@romeogadungan Kalau debat itu tujuan menang dan kalah. Sepertinya strategi Gibran berjalan lancar.  Kalau debat tujuannya beradu gagasan dalam rangka pendidikan politik u/ masyarakat Indonesia. Sepertinya strategi Gibran kurang tepat. Karena masyarakat akhirnya fokus pada singkatan  bukan pada…,20,49,288,3208,id,1276024290714898432,1738204548572033297,anggara2233,https://twitter.com/anggara2233/status/1738212576281121253,,,Wapres,Gibran,P2,2023-12-22
2023-12-15 16:24:26+07:00,1735591637643153827,Alasan @prabowo menolak menyerang lawan debat krn beliau menginginkan Debat Pilpres 2024 sbg sarana adu gagasan  bkn tempat utk saling serang.   Sebuah argumen yg sangat bagus dr Prabowo ketika mas @budimandjatmiko Sbg penasehat debatnya kadang nakal memintanya utk serang balik https://t.co/lF2hZcEjST,0,12,19,32,id,1331503267814072320,1735591637643153827,Minietweets_,https://twitter.com/Minietweets_/status/1735591637643153827,https://pbs.twimg.com/media/GBYPZYbbcAARMNn.jpg,Home ,Pres,Prabowo,P2,2023-12-15
2023-12-11 13:09:55+07:00,1734093131430424578,Kubu 02 terus dengan bangga memamerkan perilaku kampanye memanfaatkan Fasilitas negara.  Ini sebenarnya sudah termasuk tindakan korup  sedangkan disaat yg sama Ganjar Mahfud terus berkomitmen untuk memberantas korupsi. #GanjarHajarKoruptor https://t.co/Xw2kdhiCtH,2,125,124,308,id,1356517931887120384,1734093131430424578,Anak__Ogi,https://twitter.com/Anak__Ogi/status/1734093131430424578,https://pbs.twimg.com/ext_tw_video_thumb/1734093011901181952/pu/img/K5IRW8ls-YoYgG6-.jpg,Indonesia,Pres,Ganjar,P3,2023-12-11
2023-12-17 14:52:07+07:00,1736293180642132336,Capres nomor urut satu  Anies Baswedan menyebut debat bukan sekedar hafalan namun terkait dengan pengalaman dan rekam jejak. Hal itu diungkapkan Anies ketika menanggapi Mahfud MD yang menyebut Muhaimin sebagai lawan berat dalam debat minggu depan.  Download #MetroTVXtend sekarang… https://t.co/0SRO7kOCrO,1,502,25,82,id,57261519,1736293180642132336,Metro_TV,https://twitter.com/Metro_TV/status/1736293180642132336,https://pbs.twimg.com/ext_tw_video_thumb/1736293035405918208/pu/img/1itvQP-SHfnvR54y.jpg,,Pres,Anies,P1,2023-12-17
2023-12-08 21:09:39+07:00,1733126697502003583,Ganjar mahfud satu putaran #GanjarPresiden https://t.co/phgr3qInPy,1,1,6,31,id,1524980556190347264,1733126697502003583,Verraagustian_,https://twitter.com/Verraagustian_/status/1733126697502003583,https://pbs.twimg.com/ext_tw_video_thumb/1733126435894927360/pu/img/kXBM99XMA_XcaNnc.jpg,,Pres,Ganjar,P3,2023-12-08
2023-12-11 13:53:17+07:00,1734104046179615076,Ternyata @gibran_tweet hebat ! https://t.co/JAmvTD0xkc,23,135,389,1236,id,1040306964100669440,1734104046179615076,NenkMonica,https://twitter.com/NenkMonica/status/1734104046179615076,https://pbs.twimg.com/media/GBDGcHxbEAAmYd7.jpg,"Cengkareng, Indonesia",Wapres,Gibran,P2,2023-12-11
2023-12-23 16:48:56+07:00,1738496906723229781,Calon presiden nomor urut 1  Anies Baswedan  angkat bicara soal pertanyaan yang dilontarkan calon wakil presiden nomor urut 2  Gibran Rakabuming Raka kepada Muhaimin Iskandar dalam debat cawapres di Jakarta Convention Center  Jumat (22/12/2023). Gibran memberikan pertanyaan soal… https://t.co/a5D9qKgJWn,0,8,31,95,id,1158355819512991747,1738496906723229781,NarasiNewsroom,https://twitter.com/NarasiNewsroom/status/1738496906723229781,https://pbs.twimg.com/amplify_video_thumb/1738496086619443200/img/_2FFJoUkSODpDKSM.jpg,,Wapres,Imin,P1,2023-12-23
