created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,target,paslon,date
2023-12-19 13:25:43+07:00,1736996211067166948,Saat Bedah Visi Misi di depan Mahasiswa Universitas Andalas Sumatra Barat Calon wakil Presiden nomer urut 3 Mahfud MD menyebutkan manusia yang unggul harus mampu mengusai Sains dan Teknologi  #SahabatGanjar #GanjarMahfud2024 https://t.co/1HTwiASFip,1,1,10,24,id,251408624,1736996211067166948,Annas_Cim,https://twitter.com/Annas_Cim/status/1736996211067166948,https://pbs.twimg.com/media/GBsM2EeboAAwm5S.jpg,Jakarta indonesia,Akronim,GaMa,P3,2023-12-19
2023-12-18 19:26:20+07:00,1736724578402291866,O3  Bukan tentang Ganjar  bukan tentang Mahfud  bukan tentang kekuasaan  tapi tentang seluruh rakyat Indonesia.  02 Cuma tentang prabowo  bisnis yg mandek  kredit yg susah  semuanya tentang kekuasaan.  #GanjarMahfud2024 https://t.co/COOrXchbGr,1,7,44,144,id,1356517931887120384,1736724578402291866,Anak__Ogi,https://twitter.com/Anak__Ogi/status/1736724578402291866,https://pbs.twimg.com/ext_tw_video_thumb/1736724555979497472/pu/img/C4F2cP8cB4yvCcnm.jpg,Indonesia,Pres,Prabowo,P2,2023-12-18
2023-12-16 21:58:26+07:00,1736038078224212117,@kumparan Beban kasus e-ktp dan mahfud ikut andil dlm pembuatan UU pelemahan KPK dan UU Ciptaker...  betul ga @ganjarpranowo  ??,0,3,2,23,id,1605406472984178688,1736002888366018873,fxnetizen,https://twitter.com/fxnetizen/status/1736038078224212117,,,Akronim,GaMa,P3,2023-12-16
2023-12-22 14:43:05+07:00,1738102847726919937,Ada yang bilang proyek Gibran dari bapaknya menguntungkan warga Solo..   Mitos!!   Wong ketimpangan makin melebar dan malah terjadi defisit terbesar selama 5 tahun terakhir..   Siapa yang menikmati efek ekonomi dari proyek-proyek tersebut?! https://t.co/eb8gvMehoi,4,19,96,248,id,214159664,1738102847726919937,Paltiwest,https://twitter.com/Paltiwest/status/1738102847726919937,https://pbs.twimg.com/ext_tw_video_thumb/1738102794954199040/pu/img/Fo9u9yyHD175sVzF.jpg,"Medan dan Jakarta, Indonesia",Wapres,Gibran,P2,2023-12-22
2023-12-20 07:42:55+07:00,1737272331062607907,Anies Ingin Pelihara Warga Rohingya untuk Menebarkan Paham Radikal di NKRI  Sadis..!!  Bu Atikoh Civil War BEM UI Rosalia Indah CCTV DEKET BANGET Zulhas Pak Zul https://t.co/ndAE26vZ9O,3,27,4,11,id,1669185168131883009,1737272331062607907,nettiajelina,https://twitter.com/nettiajelina/status/1737272331062607907,https://pbs.twimg.com/ext_tw_video_thumb/1737272296484843520/pu/img/DUp90WrlJmZ6wiZg.jpg,,Pres,Anies,P1,2023-12-20
2023-12-27 12:28:56+07:00,1739881025621438783,Siang medsos sapiens+62 #DebatCawapres hari jumat tgl 22 desember lalu menyisakan berbagai pertanyaan sbg akibat dr gagasan dan pertanyaan cawapres No 2 Gibran  Rakabuming Raka yg sekarang mendapat julukan baru Sang Nepo Baby  Pertanyaan dan gagasan  Cawapres No 2 Gibran bukan… https://t.co/WNzPpyTnAM,3,34,77,104,id,1463823589111517191,1739881025621438783,theo12_ini,https://twitter.com/theo12_ini/status/1739881025621438783,https://pbs.twimg.com/media/GCVMknQbcAA830p.jpg,Val Halla ,Wapres,Gibran,P2,2023-12-27
2023-12-14 22:27:17+07:00,1735320561247793202,Solo Bukan Gibran. &amp; Saya Yakin Solo adalah Ganjar..!!  Rakyat MUAK dgn Penghianatan Ud berkhianat Miskin Gagasan Pula. Giliran dtanya jwbnya “BIAR RAKYAT YANG MENILAI” yaaa Rakyat Menilai lu Memuakan wahai Belimbing Wuluh  #GanjarMahfud2024  #GanjarUntukSemua  #GanjarPresiden https://t.co/DalzxRU6ho,5,32,122,457,id,228628424,1735320561247793202,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1735320561247793202,https://pbs.twimg.com/media/GBUY2QUaoAA7bmw.jpg,"ÜT: -6.1389099,106.7214539",Wapres,Gibran,P2,2023-12-14
2023-12-10 14:14:01+07:00,1733746875357118639,Ini pesan Mas Ghibran saat kunjungan ke ponpes Al Baghdadi Karawang. Simak baik-baik guys!  #prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju https://t.co/gZFFiFZF7y,4,21,13,45,id,1576913175227748352,1733746875357118639,dekade_08,https://twitter.com/dekade_08/status/1733746875357118639,https://pbs.twimg.com/ext_tw_video_thumb/1733746446489554944/pu/img/xxXge2wTBX8bS0wq.jpg,"DKI Jakarta, Indonesia",Pres,Prabowo,P2,2023-12-10
2023-12-23 22:47:58+07:00,1738587256930316379,Meanwhile: Ketika Gama elektabilitas nya Tertinggi mengalahkan Pragi udh diagungkan dan pamerkan  eh saat Gama anjlok bulan ini dianggap Halusinasi,0,0,0,1,id,1424573456029347840,1738587256930316379,firman__nurhuda,https://twitter.com/firman__nurhuda/status/1738587256930316379,,Republic Of Indonesia ,Akronim,Pragi,P2,2023-12-23
2023-12-09 08:27:47+07:00,1733297354797920277,@tempodotco Allin Ganjar Mahfud  bersama GAMA Indonesia menuju lebih majuu 🤟,0,0,0,0,id,1706585007618486272,1733109277152473505,dontcry3589,https://twitter.com/dontcry3589/status/1733297354797920277,,,Wapres,Mahfud,P3,2023-12-09
