created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,target,paslon,date
2023-12-10 20:48:28+07:00,1733846143308890619,Menurut Ganjar  pendidikan bukan sekadar mencetak tukang  tetapi membentuk individu dengan moral  etika  dan integritas yang kuat.  #SahabatGanjar  #GanjarMahfud2024 https://t.co/FHntRZZowt,0,0,4,8,id,1383307094879727621,1733846143308890619,giacan_,https://twitter.com/giacan_/status/1733846143308890619,https://pbs.twimg.com/ext_tw_video_thumb/1733846055509450752/pu/img/9pl8j0U6SzQk0Ypr.jpg,jakarta Indonesia,Pres,Ganjar,P3,2023-12-10
2023-12-21 07:04:16+07:00,1737624994975531250,Penjelasan warga asli Banyumas yang disebut Prabowo (capres nomer urut 2)  memiliki bahasa keseharian “Ndasmu”.   Warga Banyumas menilai pejabat  tidak pantas mengucapkan kata sekasar itu  apalagi sekelas calon presiden. Sangat TIDAK PANTAS. https://t.co/KcGJLGb0al,0,0,3,13,id,1358976169178062852,1737624994975531250,_honey_kuh,https://twitter.com/_honey_kuh/status/1737624994975531250,https://pbs.twimg.com/ext_tw_video_thumb/1737624924637007872/pu/img/n6wmBfXLnZhWzxGt.jpg,Indonesia 🇮🇩,Pres,Prabowo,P2,2023-12-21
2023-12-24 17:57:00+07:00,1738876421165207637,Ganjar Pranowo Singgung Pentingnya Lestarikan Kebudayaan  Salah Satunya Pencak Silat #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik https://t.co/qejOOJ7n8p,0,38,10,26,id,47274731,1738876421165207637,okezonenews,https://twitter.com/okezonenews/status/1738876421165207637,,Jakarta,Pres,Ganjar,P3,2023-12-24
2023-12-28 14:26:12+07:00,1740272922210820180,"Jika Ada DESAK WOWO"" Kemungkinan Apa Saja Yang Bisa Terjadi ? Drop Komen""",30,548,104,724,id,1335552103457034240,1740272922210820180,SOBAT_ANIES,https://twitter.com/SOBAT_ANIES/status/1740272922210820180,,"Surakarta, Jawa Tengah",Pres,Anies,P1,2023-12-28
2023-12-29 21:49:03+07:00,1740746759805214984,Dampingi Prabowo Ziarah Makam Bung Karno  AHY: Generasi Muda Siap Teruskan Perjuangan  #demokrat #demokratsiap #demokratjatim #ahy #jawatimur #jatim https://t.co/ThCl9q5bhX,0,0,5,6,id,1359748888014458882,1740746759805214984,JatimDemokrat,https://twitter.com/JatimDemokrat/status/1740746759805214984,https://pbs.twimg.com/media/GChf8yIaQAAuSob.jpg,,Pres,Prabowo,P2,2023-12-29
2023-12-13 07:42:08+07:00,1734735419378389263,@KompasTV Berhubung @gibran_tweet membiarkan masyarakat menilai.. terpaksa saya ikut menilai. Sepertinya DEBAT semalam sesuai dengan julukan GEMOY Alias GEDE EMOSI YA..!  Lebih semangat lagi https://t.co/ASTREA0FdA,6,114,73,705,id,1338433730550095873,1734730130608783851,Hudakeyy,https://twitter.com/Hudakeyy/status/1734735419378389263,https://pbs.twimg.com/amplify_video_thumb/1734735346921771008/img/arlQHcqKhWxuGlCE.jpg,Alam_Semesta,Wapres,Gibran,P2,2023-12-13
2023-12-23 07:43:13+07:00,1738359571276787745,@RidhoRahmadi85 Fix  Mas.. Gibran mmg blm pernah bikin skripsi..tahunya Kliping ja. Dr cara menjawabnya yg di luar konteks pertanyaan jg menunjukkan bhw Gibran itu malas baca shngga literasinya minim main catut data &amp; tdk berintegritas.Sbh mindset yg buruk &amp; berbahaya utk seorang Pemimpin.,0,4,4,49,id,1365942073912815622,1738343920168563053,mindlipstick,https://twitter.com/mindlipstick/status/1738359571276787745,,,Wapres,Gibran,P2,2023-12-23
2023-12-19 23:30:17+07:00,1737148356622012798,SOLO BUKAN UNTUK GIBRAN  #GasssGanjarMahfud   kita buktikan SOLO UNTUK GANJAR ✊🤟 https://t.co/qCl9viQMPd,0,7,40,82,id,1371093579301486600,1737148356622012798,FireBirdPHOENIK,https://twitter.com/FireBirdPHOENIK/status/1737148356622012798,https://pbs.twimg.com/ext_tw_video_thumb/1737147483091087360/pu/img/xG8MuoLaoOHbv8LI.jpg,Indonesia,Wapres,Gibran,P2,2023-12-19
2023-12-27 20:28:55+07:00,1740001818795799028,Mundur wir saingan lo Pak Ganjar dan pak Mahfud nih 😍🥰🤟 #presiden2024 #indonesia #ganjarmahfud  @MakGanjarOfc https://t.co/S5jYfowj8u,0,2,1,2,id,1705118976559472640,1740001818795799028,Makganjarb66413,https://twitter.com/Makganjarb66413/status/1740001818795799028,https://pbs.twimg.com/ext_tw_video_thumb/1740001767814057984/pu/img/bGRYH5fpyrwSVntB.jpg,,Pres,Ganjar,P3,2023-12-27
2023-12-17 06:56:19+07:00,1736173438962901427,Capres lain apakah sudah berbuat seperti bapak ini....ini bukan fiksi ya @prabowo   fakta yg sudah pak Anies kerjakan...endasmu etik2 https://t.co/ytJD3Uc54O,4,3,42,70,id,1693174289028247552,1736173438962901427,oppahade_,https://twitter.com/oppahade_/status/1736173438962901427,https://pbs.twimg.com/ext_tw_video_thumb/1736173391550582784/pu/img/eS0Vndv9j8jXW17M.jpg,"Huércal de Almería, España",Pres,Anies,P1,2023-12-17
