created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,target,paslon,date
2023-12-16 14:26:38+07:00,1735924378146365915,@kumparan @prabowo Ayo Tim ses kerjakeras cari argumen yg paling masuk akal  sewa pakar komunikasi  bayar buzzer cari isu yg bisa mengalihkan Etik Ndasmu ini https://t.co/GdncAJ3ZvY,0,4,15,182,id,1665694386397798402,1735918834501193964,DhanyBendah,https://twitter.com/DhanyBendah/status/1735924378146365915,https://pbs.twimg.com/media/GBc-BEQbwAAY4Ou.jpg,,Pres,Prabowo,P2,2023-12-16
2023-12-11 16:55:12+07:00,1734149829453033501,Faktor @jokowi bikin @prabowo @gibran_tweet menjelma sebagai paslon terkuat. Liatlah dari berbagai survey  Prabowo Gibran selalu mendominasi.. @puanmaharani_ri @Gerindra @golkar_id @Official_PAN   @Ganjar_Mahfud03 @narkosun @bachrum_achmadi https://t.co/PAQcV0V9WI https://t.co/t6R85K1q0d,0,9,24,22,id,1329839124,1734149829453033501,gghhjjkk580dr0,https://twitter.com/gghhjjkk580dr0/status/1734149829453033501,https://pbs.twimg.com/media/GBDv6G5akAAYzTO.jpg,,Pres,Prabowo,P2,2023-12-11
2023-12-18 08:41:40+07:00,1736562341641376003,"Prabowo tidak menghormati hukum dan etika bernegara.  Tentang pelanggaran berat etik hakim MK Anwar Usman  yang meloloskan Gibran nyawapres  Prabowo: Etik etik. Ndasmu etik.""  #GemoyHausKekuasaan  #GemoyHausKekuasaan https://t.co/jdqYiCWB12""",1,0,28,37,id,1373967328979787779,1736562341641376003,bianca01403,https://twitter.com/bianca01403/status/1736562341641376003,https://pbs.twimg.com/ext_tw_video_thumb/1736562280144453632/pu/img/hkm3rwL8mwgzYRnv.jpg,,Pres,Prabowo,P2,2023-12-18
2023-12-05 12:10:56+07:00,1731903960351727724,Bukannya lebih afdhol debat Bahasa Arab? Sekaligus test bacaan sholat dan hafalan surat2 pendek?   Prabowo pasti juara  secara pernah lari ke Jordan.. https://t.co/0bLj6tfDfa,3,19,20,62,id,33456112,1731903960351727724,muchlis_ar,https://twitter.com/muchlis_ar/status/1731903960351727724,https://pbs.twimg.com/media/GAj1eJPa0AEqly-.jpg,Jakarta Capital Region,Pres,Prabowo,P2,2023-12-05
2023-12-13 08:08:44+07:00,1734742115702415394,Gibran Belum cocok jadi pemimpin https://t.co/NmlPDGRhOh,0,0,0,0,id,1669588215546941440,1734742115702415394,andiwirawan267,https://twitter.com/andiwirawan267/status/1734742115702415394,https://pbs.twimg.com/media/GBMKweba0AAg6ZH.jpg,,Wapres,Gibran,P2,2023-12-13
2023-12-25 20:23:23+07:00,1739275649528041519,@CNNIndonesia Semoga diberikan kesembuhan untuk pak Mahfud,0,0,0,0,id,1719332472092286976,1739153712147579233,FalahImamu,https://twitter.com/FalahImamu/status/1739275649528041519,,,Akronim,GaMa,P3,2023-12-25
2023-12-19 19:36:20+07:00,1737089479259852998,@akuratco Klo bahasa om rocky masih halus  klo ane anak betawi : mau di poles gmane juga si cemen gibran  klo bloon ye tetep aje bloon : https://t.co/WGgT9ADtBp,0,2,7,51,id,816912616446562304,1737007858594766895,Masayoshi_S02,https://twitter.com/Masayoshi_S02/status/1737089479259852998,https://pbs.twimg.com/media/GBthqTZacAAP0Cj.jpg,Indonesia,Wapres,Gibran,P2,2023-12-19
2023-12-08 17:03:05+07:00,1733064648998674844,Yenny Wahid percaya pada track record Mahfud MD jelang debat perdana Pilpres 2024 https://t.co/hYTkP39WUx,1,7,83,402,id,1247512756925763589,1733064648998674844,akupadi5,https://twitter.com/akupadi5/status/1733064648998674844,https://pbs.twimg.com/ext_tw_video_thumb/1733064496665796608/pu/img/BKJRFbJNURpF1Pok.jpg,Ahokers 🤟🤟🤟,Akronim,GaMa,P3,2023-12-08
2023-12-21 15:12:42+07:00,1737747910836834609,Sekali lagi... Pak Ganjar dan pak Mahfud itu bagus. Berpengalaman dan bisa dipercaya.  Hanya saja  besok giliran Prabowo dan Gibran yg memimpin  02. Nah terima ya. Lho kok ? Sebab banyak yg memilihnya. Hasil survey dmn pun terlihat kan pdhl itu blm pemilu ? Byk Gen Z yg memilih. https://t.co/02bBTCnbc7,1,5,4,25,id,1707418170871717888,1737747910836834609,Ki_Cebong99,https://twitter.com/Ki_Cebong99/status/1737747910836834609,https://pbs.twimg.com/media/GB24gwbakAA1eVq.jpg,,Pres,Prabowo,P2,2023-12-21
2023-12-15 10:16:21+07:00,1735499007001244031,Klu gerombolan @Prabowo ngotot lanjutak IKN ada alasanya . Duit  . kalian yg ikut2an ngotot mau  bikinkan Istana Buat Presiden  punya  berapa hektar di Kalimantan ?  https://t.co/vt0mKX5r6S,105,131,1835,3253,id,1682627008017350657,1735499007001244031,Resty_J_Cayah,https://twitter.com/Resty_J_Cayah/status/1735499007001244031,https://pbs.twimg.com/ext_tw_video_thumb/1735435304591650816/pu/img/wsS-XLi5QuxsTCLe.jpg,,Pres,Prabowo,P2,2023-12-15
