created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword
2023-12-09 00:09:41+07:00,1733172006189764884,Allah yasa mu gama da duniya lfy Allah ya jikan wadanda suka rigamu gidan gaskiya https://t.co/YQmvfPn1hB,0,0,2,6,in,2495429075,1733172006189764884,maryambuhari33,https://twitter.com/maryambuhari33/status/1733172006189764884,https://pbs.twimg.com/media/GA12vuuXUAAOy1V.jpg,"Katsina, Nigeria",Wapres
2023-12-09 00:10:01+07:00,1733172089589547499,***GAMA*** https://t.co/T9D7rFjaUR,0,0,0,0,in,1883872381,1733172089589547499,auliya_imn_sh,https://twitter.com/auliya_imn_sh/status/1733172089589547499,https://pbs.twimg.com/media/GA12tN-agAA-99J.png,"Lenteng Agung - Jagakarsa, DKI",Wapres
2023-12-09 00:19:43+07:00,1733174528606683397,Alhamdulillah  Abuya Muhtadi tetap istiqamah mendukung Ganjar-Mahfud sebagai Presiden dan Wakil Presiden 2024. https://t.co/xvbZxE03l9,0,0,11,34,in,1320760933946331136,1733174528606683397,LArismi11,https://twitter.com/LArismi11/status/1733174528606683397,https://pbs.twimg.com/ext_tw_video_thumb/1733174500546789381/pu/img/Hfp3P1TVzXgkYFbb.jpg,,Pres
2023-12-09 00:23:59+07:00,1733175603367723157,WARGA SIAP MENJAGA DAN MEMPERSILAHKAN  GANJAR-MAHFUD PASANG BALIHO DI DESA DAN RUMAHNYA #viralvideo https://t.co/9D7DIXXxCF,0,2,1,20,in,1708724595568857088,1733175603367723157,aw_riani,https://twitter.com/aw_riani/status/1733175603367723157,https://pbs.twimg.com/ext_tw_video_thumb/1733175504835133440/pu/img/Dy8w70eud4RS8CUh.jpg,"South Semarang, Indonesia",Pres
2023-12-09 00:42:18+07:00,1733180215093051667,Gibran Maksa Banget Dapat Restu  tapi Abuya Tegaskan Konsiten Dukung Ganjar-Mahfud . Internet Gratis Ganjar  BEM UGM  Pil 1  Pil 2  Pil 3  Pil 4  Indro    Komika  The K2  Seneng  WA Aja  Muhammad  Rohingya  KDRT  Harry Maguire  #internetgratisganjar https://t.co/aLITXhC9JM,0,2,10,27,in,1244292531090624512,1733180215093051667,YudhaShanny2,https://twitter.com/YudhaShanny2/status/1733180215093051667,https://pbs.twimg.com/ext_tw_video_thumb/1733180153193512963/pu/img/jqKONc9S8Jddl1yW.jpg,Indonesia,Pres
2023-12-09 00:57:36+07:00,1733184065313128732,Berkelas Mahfud Md bicara program penegakan hukum dan pemberantasan korupsi di hadapan ribuan mahasiswa Indonesia di Malaysia https://t.co/sPU3kVrtms,0,3,1,2,in,2859789474,1733184065313128732,GioSuban,https://twitter.com/GioSuban/status/1733184065313128732,https://pbs.twimg.com/media/GA2BuPba4AAgmvx.jpg,"Banten, Indonesia",Akronim
2023-12-09 01:08:03+07:00,1733186692549607442,@kiki_daliyo 𝐈𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐆𝐫𝐚𝐭𝐢𝐬 𝐆𝐚𝐧𝐣𝐚𝐫 gebrakan program pak ganjar tidak pernah gagal pasti sangat bermanfaat terimakasih pak ganjar https://t.co/hfnl1upEfM,0,0,0,0,in,1706711484439707648,1733013255059394987,KinantiCic,https://twitter.com/KinantiCic/status/1733186692549607442,,,Pres
2023-12-09 01:09:35+07:00,1733187080497561838,@kiki_daliyo 𝐈𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐆𝐫𝐚𝐭𝐢𝐬 𝐆𝐚𝐧𝐣𝐚𝐫 selalu saja mengeluarkan program yang sangat membantu dan bermanfaat bagi masyarakat termasuk internet gratis ini  pasti para pelajar akan senang https://t.co/3xA03sM8fv,0,0,0,0,in,1706710718945558530,1733013255059394987,komarani17,https://twitter.com/komarani17/status/1733187080497561838,,,Pres
2023-12-09 01:17:48+07:00,1733189147052113998,Lawan Ganjar Mahfud itu hanya KORUPTOR!   Gak ada Capres Cawapres yg berani melawan para koruptor kecuali Ganjar Mahfud.  Pastinya para koruptor itu akan menghalalkan segala cara agar Ganjar Mahfud tidak terpilih di Pilpres 2024 nanti.  Koruptor adl musuh kita bersama. LAWAN!!! https://t.co/VDwFjfAkbz,13,114,168,684,in,1128649413633560577,1733189147052113998,HusinShihab,https://twitter.com/HusinShihab/status/1733189147052113998,https://pbs.twimg.com/media/GA2GVyXagAAvU3x.jpg,"Jakarta Selatan, DKI Jakarta",Pres
2023-12-09 01:18:48+07:00,1733189399691870391,@kiki_daliyo sangat setuju pak karna tidak semua kalanagan bisa mengakses internet dengan cepat  𝐈𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐆𝐫𝐚𝐭𝐢𝐬 𝐆𝐚𝐧𝐣𝐚𝐫 https://t.co/cZA3i0pt5j,0,0,0,0,in,1702302078876700672,1733013255059394987,abimayu950360,https://twitter.com/abimayu950360/status/1733189399691870391,,,Pres
