created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword
2023-12-22 03:03:59+07:00,1737926911605768429,TEMPO : Prabowo adalah Produk gagal reformasi  sedangkan Gibran adalah anak haram demokrasi dan TEMPO juga bilang pasangan ini adalah pasangan pilpres terburuk di era Indonesia modern. https://t.co/tOpfiamuCu,0,1,18,28,in,1603708091266396162,1737926911605768429,aly_benzema,https://twitter.com/aly_benzema/status/1737926911605768429,https://pbs.twimg.com/ext_tw_video_thumb/1737926851409117185/pu/img/VSgOJeijktFx32lp.jpg,"DKI Jakarta, Indonesia",Wapres
2023-12-22 04:05:54+07:00,1737942492274917515,@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana inilah sifat aslinya... https://t.co/lYA7n7JPbj,0,1,4,21,in,1138349355784556544,1737739113871430114,AbdulRa81458984,https://twitter.com/AbdulRa81458984/status/1737942492274917515,https://pbs.twimg.com/ext_tw_video_thumb/1737942440466911233/pu/img/1Oq487S0c_dQ7GCu.jpg,,Pres
2023-12-22 04:51:42+07:00,1737954019816145333,Semua pimpinan KPU diperiksa krn lsg menerima persyaratan Gibran sbg cawapres hanya dengan andalkan Keputusan MK  sementara aturan persyaratan pilpresnya mengenai usia saat itu blm direvisi. Apakah di KPU ada paman Gibran yg lain ? 😴 https://t.co/qpKeF9TJFo,10,20,508,778,in,227320530,1737954019816145333,hipohan,https://twitter.com/hipohan/status/1737954019816145333,https://pbs.twimg.com/media/GB5z9eObEAM4T41.jpg,,Wapres
2023-12-22 04:53:27+07:00,1737954459656065410,@tvOneNews tvOne kelihatan sekali telah jadi corong kampanye Prabowo Gibran. Ngurusin gini saja amburadul  mau ngurusin Indonesia https://t.co/XP58PYVsrL,3,20,57,208,in,1707435734,1737808504038326277,zuhripuding,https://twitter.com/zuhripuding/status/1737954459656065410,https://pbs.twimg.com/ext_tw_video_thumb/1737954434305691649/pu/img/iJLPbZlWEMwaF0hx.jpg,"Central Java, Indonesia",Pres
2023-12-22 04:59:13+07:00,1737955909522100242,Jika Prabowo Gibran menang  dan RUU DKJakarta di setujui    Prabowo disingkirkan ke IKN  Dan Gibran menguasai Jakarta.  Liciknya rencana lurah konoha ini.   Semoga rakyat Indonesia tau akal akalan ini  dan pak Prabowo sendiri menyadarinya. https://t.co/NNEeaPHFFt https://t.co/2epYPUd3vz,8,28,241,303,in,1415241204812316680,1737955909522100242,124hmahHastuti1,https://twitter.com/124hmahHastuti1/status/1737955909522100242,https://pbs.twimg.com/ext_tw_video_thumb/1737955884402376704/pu/img/R5P3CxNFQoGAH8Z3.jpg,"Kaki, Western Bahr el-Ghazal",Wapres
2023-12-22 05:28:53+07:00,1737963377992077638,"Orang ini koq kurang ajar"" betul ye?  ""Coblos Ganjar ktanya kandidat HANGUS suaranya sia2...Ganjar tidak akan lolos putaran ke 2   Menurutnya Yang Bisa lolos diputaran Kedua cuma ANIES BASWEDAN DAN PRABOWO   setuju gak ?  Ajudan Samsul Pengen Banget Gaji 40jt Rosalia Indah https://t.co/AP6wEEyEmj""",5,108,24,44,in,1698461239649697792,1737963377992077638,ElonMask112066,https://twitter.com/ElonMask112066/status/1737963377992077638,https://pbs.twimg.com/ext_tw_video_thumb/1737963351546990596/pu/img/OX4G8bFxL53Op5f-.jpg,,Pres
2023-12-22 06:02:29+07:00,1737971833759273429,Kunjungan @agusjabo333 di Jawa Tengah akan dipusatkan pada enam titik pusat masing-masing karesidenan  @prabowo @gibran_tweet #PrabowoGibranIstimewa  https://t.co/IprJaqtr0j,0,0,3,13,in,1177408928105152512,1737971833759273429,AlifKamal__,https://twitter.com/AlifKamal__/status/1737971833759273429,,,Pres
2023-12-22 06:08:37+07:00,1737973375165956257,Yg beginian harus di RT sih.. masa ngaku nya pendukung AMIN tp ga mau RT video ini..  Ini clear sudah terjawab perihal janji Anies terhadap Prabowo WAKTU MASIH MENJABAT GUB DKI..  Sengaja gw pakai huruf kapital biar makin jelas point nya..  🤓🤓 https://t.co/EzqxxRhI4c,37,41,1810,1986,in,1674669202664484864,1737973375165956257,Kokoh_aliong,https://twitter.com/Kokoh_aliong/status/1737973375165956257,https://pbs.twimg.com/ext_tw_video_thumb/1737973168764293120/pu/img/cX_ys827iGuCdyMU.jpg,,Pres
2023-12-22 06:09:01+07:00,1737973477892673811,Jika Yang bicara Bapak PRABOWO langsung di laporkan  sbg Penistaan agama dan heboh smp bulan purnama 🤭 tetapi  krn anies yg bicara boleh sm Anieser yg sll maha benar 😂   ‼️👉🏽masa Kitab suci dibandingin dengan KORAn ‼️👈🏽  😂😂 parah Ente nies https://t.co/U7jLdPPJaM,15,101,53,101,in,1695192728173187072,1737973477892673811,drReUtari08,https://twitter.com/drReUtari08/status/1737973477892673811,https://pbs.twimg.com/ext_tw_video_thumb/1737973324909510656/pu/img/F0QGTH0gKGOw-cAS.jpg,,Pres
2023-12-22 06:14:24+07:00,1737974833311584643,Akhir2 ini @gibran_tweet berceloteh ttg istilah milenialis: Crypto BlockChain  Gasifier AI IoT tanpa ada elaborasi.Sgt mgkn dia tanya: Bpk setuju ga dgn underwaterweld?Bgm agar Indo puny SiliconValley?Bgm hilirisasi wqzxcky?Tujuannya agar @cakimiNOW @mohmahfudmd tanya apa ya itu?,2,15,61,249,in,114828016,1737974833311584643,hanumrais,https://twitter.com/hanumrais/status/1737974833311584643,,"Yogya,Vienna,Jkt",Wapres
2023-12-22 06:18:16+07:00,1737975802854277394,@PutraErlangga95 Semua akan mingkem kala PRAGI menang Pilpres.,0,0,0,0,in,268235532,1736185141834473735,tukiman_sakti,https://twitter.com/tukiman_sakti/status/1737975802854277394,,,Akronim
2023-12-22 06:30:48+07:00,1737978958224970009,TKN Yakin Banyak Ide Mengejutkan dari Gibran saat Debat Cawapres https://t.co/aJQxdjfMFv,79,797,34,226,in,17128975,1737978958224970009,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1737978958224970009,,,Wapres
